347331	ona li jan seme?	Who's he?	他是谁？
347334	ona li jan seme?	Who's he?	他是誰？
347336	ni li jan seme?	Who is this?	
347688	o tawa!	Go.	走吧！
347810	o lukin. ni li lipu lili mi pi esun mi.		看，这是我的名片。
347935	ala lili la.		几乎。
347948	sina pini la o pana e sin moku walo tawa mi.	If you are done with the salt, please pass it to me.	
347966	jan li jo e tenpo sike mute. taso lawa ona li awen jo e tenpo sike lili.	Though he is old, he has a youthful spirit.	
347980	ni li poki pi jan seme?	Who does this suitcase belong to?	
347985	nasin seme la sina kama sona e ona?	How did you first meet her?	
348097	kama pona!	You're quite welcome.	欢迎欢迎！
348098	kama pona!	Welcome!	欢迎！
348158	mi jo e tenpo lili. taso mi jo e tenpo pi suli pona ala sin.	I have some time, but never very much...	
348641	ona li jan Inli.	He is an Englishman.	他是英国人。
348790	tomo tawa supa mi pi lon sewi li jo e kala linja mute mute.		我的氣墊船裝滿了鱔魚
349064	mi sona ala.		不知道啊。
349460	jan li wile e ni. taso jan ante li wile e ijo ante. jan tu o, utala ala tan ni.	Taste is not to be disputed.	
349637	ona li wile kepeken ko suwi, taso ona li kepeken ko sin walo.	She mistook the sugar for salt.	
349834	tawa mi la ona li ike ala e ni: sina tawa ma pali sina. taso jan seme li lawa e jan lili?		我并不反对你出去工作，可是小孩靠谁来照看呢？
349841	tenpo lili la mi mute li sona e lon.		真相很快就會水落石出了。
349855	sina lon tenpo musi la o pana e pona tawa mi.	If you are free, give me a hand.	
349881	wan, tu, tu wan, tu tu, luka, luka wan, luka tu, luka tu wan, luka tu tu, luka luka.	One, two, three, four, five, six, seven, eight, nine, ten.	一、二、三、四、五、六、七、八、九、十。
349891	wan, tu, tu wan, tu tu, luka, luka wan, luka tu, luka tu wan, luka tu tu, luka luka.	One, two, three, four, five, six, seven, eight, nine, ten.	一、二、三、四、五、六、七、八、九、十。
349900	tenpo li tawa waso sama ijo tawa. kili li tawa waso sama kili palisa.		光陰飛似箭，水果飛似蕉。
349960	sijelo ona li jo e len suli.	She wore a long, loose coat.	
349972	toki li kiwen walo. toki ala li kiwen jelo.	Speech is worth silver, silence worth gold.	开口是银，沉默是金。
349987	mi jo ala e mani.	I haven't got any money.	我没有钱。
349989	mi jo ala e mani.	I haven't got any money.	
350168	mi jan pi kama sona.	I am a college student.	
350285	ona li kama tawa wawa.	He began to run.	
350445	o kama jan pi kulupu mi.	Join us.	
350544	kon wawa jaki li kama tan insa pi tomo wawa.	The radioactivity leaked out of the nuclear power plant.	
350676	mi ken e ni la jan li pini pona e ilo tawa mi pi sike tu.	I got my bicycle repaired.	
350804	ken ala!	Impossible!	
350925	linja li wawa ala mute.	The string is very weak.	
350944	jan ala li wile moku e suwi pan la mi kama jo e ona.	If those biscuits are going begging, I'll have them.	
350964	mi wile tawa ijo ala.	I don't want to go any place.	
351121	ona li pini e lukin ona la ona li kute e kalama musi.	He listened to the music with his eyes closed.	
351606	tan ni la ona li ike mute tawa mi.	This is why I hate him.	
351626	mi wile e ni: ona li pana e pona tawa mi.	I need his help.	我需要他的帮助。
351723	jan pi ma ante li musi.		外国人很好玩。
351757	kama pi tenpo suli nanpa luka tu la sina kama sin, la sina ken tawa ma.	You can go out on condition that you come home by seven.	
351765	mi tawa tomo sona kepeken noka.	I walk to school.	我步行上學。
351790	kama sona li pali ike tawa mije ni tan tomo sona.	He is a lazy student.	
351914	tenpo ni la mi awen ala jo e ilo lukin.	I don't wear glasses anymore.	
351996	kama pona.	Welcome.	
352030	sina ken ala ken pana e ona tawa nimi en nanpa ni?	Could you send it to this address?	
352095	ilo tawa pi sike tu li laso.	His bicycle is blue.	他的自行车是蓝色的。
352099	tan ni la ona li pali e ona.	That's why he did it.	
352100	supa monsi ni li pilin suwi mute.	This chair is really comfortable.	这把椅子坐起来很舒服。
352559	nimi ona li seme?	What's his name?	他叫什么名字？
352582	unpa pi jan ante li ante la o pilin ala e ni: ona li lili taso.	You should not discriminate against people because of their sex.	
352721	ona li pana e tomo tawa jan pi kama sona.	She rents a room to a student.	
352773	jan Po li sona seli e moku.	Bob can cook.	Bob會做飯。
352775	jan ale li ken pana e pona tawa mi.	No one can help me.	
352776	jan li ken pilin e ona.	One can trust him.	
352811	tan tenpo seme la ona meli li ike sijelo?	How long has she been ill?	
352813	nasin pi tenpo ale la sina kama tan supa lape?	When do you usually get up?	
352817	o toki e wile sona ni tawa ona: tenpo seme la tomo tawa kon kama li tawa?	Ask him when the next plane will be.	
352951	o pana e lipu tawa jan ni: ona li wile e ona.	Give the book to whomever wants it.	
353004	tenpo pini la ona meli li pali pi wile ona e ona.	She did it on purpose.	
353016	poki sina li lon ni.	Here is your bag.	
353019	poki seme li ijo sina?	Which is your bag?	
353020	sona sina li pona mute tawa mi.	I admire your talent.	
353027	mi ken ala ken kepeken e ilo toki sina?	Could I please use your phone?	我能用你的电话吗？
353028	o open ala e lipu sina.	Don't open your book.	不要打开你的书。
353043	jan Pete li kama lon tenpo ni: sina weka.	Peter came while you were out.	
353080	tenpo pini la mi pilin e ike anu seme?	Was I wrong?	
353314	ona li wile pona e tomo ona.	He had to tidy his room.	
353325	ona li jo e linja lawa suli.	She's got long hair.	她留着长发。
353333	tenpo pi suli seme la sina wile awen?	How long are you staying?	你要待多久？
353595	a! ona li pona lukin.	How beautiful she is!	
353612	tenpo wan pini la meli lili pi pona lukin pi jan ma lawa.	Once upon a time, there was a beautiful princess.	从前有个美丽的公主。
353665	soweli pi selo jan li jo e lawa wawa.	Monkeys are intelligent.	
353697	toki Inli li toki mama mi ala.	English isn't my first language.	英语不是我的母语。
353705	jan pi ken kute ala li sona toki lon toki luka.	Deaf people can talk in sign language.	
353706	jan pi ken kute ala li sona toki lon toki luka.	Deaf people can talk in sign language.	
353739	o pana e ijo sama ante tawa lukin mi.	Show me another example.	再给我举个例子。
353787	mi sona e ni taso.	I know only this.	
353827	tenpo seme li seli pi mute ale lon tenpo sike?	Which is the hottest of all the seasons?	
353838	ona li moku e telo nasa mute, la ona li sama akesi.	He is out of control when drunk.	他醉酒後會失控。
353843	ona li mama mije mi.	He's my dad.	
353845	tenpo suli la mi awen lon weka ona.	I'm going to keep my distance from her for a while.	
353853	tenpo pini la mi mute li wile lukin e jan lili weka lon ma kasi suli.	We searched the woods for the missing child.	
354425	sina wile e ona lon nasin seme?	How do you want them?	
354426	mi wile lape.	I want to sleep.	我要睡覺
355124	o lukin e ilo sitelen!	Let's watch TV.	
355345	o pini lape!	Wake up.	醒醒！
355353	mi wile e sina.	I need you.	我需要你。
355504	mi pilin pona tan pali sina.	I'm proud of you.	
355952	tomo ona li lon ma tomo Kijoto.	He lives in Kyoto.	
356155	sina seli e moku seme?	What are you cooking?	你在煮什麼?
356164	ni li suwi!	How cute!	多可爱啊！
356169	ni li nasa.	That's weird.	这很奇怪。
356174	ni li ilo pi sitelen tawa.	This is a television.	这是一台电视机。
356176	ni li supa.	That's a table.	
356200	sina jan seme?		你是誰？
356201	sina jan seme?	Who are you?	你是誰？
356203	sina jan seme?	Who are you?	你是誰？
356290	nimi mi li Asimoto.	My name is Hashimoto.	
356293	ale li kalama ala.	Everything is quiet.	
356299	mi lon.	It's me!	是我。
356303	tenpo suno ni la lete pi mute a li lon.	It's pretty cold today.	今天好冷。
356332	ona li kama jo e tenpo musi pi mute en mute la ona li pilin pona pi mute en mute.	The more spare time he has, the happier he is.	
356563	tenpo pimeja en tenpo suno la ona li pali.	She is working night and day.	
356565	luka wan en tu tu la ni li luka luka.	Six plus four equals ten.	
356586	ona li jo e mani mute. mi jo e mani lili.	He is rich and I am poor.	
356658	mi lon nena tomo.	I'm on the balcony.	我在陽臺上。
357122	meli ni li jan seme?	Who's that girl?	那個女孩是誰?
357154	soweli tomo li mu, la ona li pakala ala kepeken uta.	Barking dogs never bite.	別怕吠犬。
357175	tenpo seme la jan li pali e tomo ni pi toki sewi?	When was this temple built?	這座寺廟是何時建的呢？
357353	tenpo ale la mi sona e pona sina.	I will never forget your kindness.	
357455	tenpo mute la soweli mi li pali sama e ni: ona li lape.	My dog often pretends to be asleep.	
357476	mi jo e sitelen insa.	I've got an idea.	
357477	mi jo e kulupu mama.	I've got a family.	
357729	sina wile ala moku e telo anu seme?	Aren't you thirsty?	
357760	o open ala e lupa.	Don't open the door.	不要开门。
357787	mi awen lon ma tomo Osaka.	I'm staying in Osaka.	
357790	ona li lon ma tomo Tokijo.	He's in Tokyo.	他在东京。
357919	mi wile pali e ni: mi sitelen e toki mute lon lipu Tatowepa. taso mi jo e pali mute.		我真想在 Tatoeba 寫很多很多的句子，不過我有別的事要做。
358002	ni la utala li kama sin lon pini pi tenpo suli ni pi utala ala anu seme?	Then is it war again, after so long a truce?	
358137	ale li kama lon nasin seme?		宇宙是怎样形成的？
358223	ken la tenpo suno nanpa tu la o kama.	Come on Tuesday, if it's possible.	
358235	ona mute li ken kama la o toki tawa mi mute.	Let us know whether you can come.	
358302	ona li pona tawa jan ale.	Everyone loves him.	
358303	sike ma li lili.	The world is small.	世界很小。
358304	o lukin e sitelen ma pi sike ma.	Have a look at the world map.	来看看世界地图。
358323	jan ale li wile kepeken supa monsi lon poka ona.	Everybody wants to sit beside her.	大家都想坐在她旁边。
358327	kiwen uta ona li kama jelo tan kon seli.	His teeth are yellow from smoking too much.	
358356	pona. taso mi wile ala.	No, thanks.	不了，谢谢你。
358379	mi ken tawa lon telo.	I can swim.	我會游泳。
358645	tenpo seme la sina kama sin tan ma Tosi lon ni?	When did you come back from Germany?	
358648	nasin telo Kan li selo wan pi ma Kanse en ma Tosi.	The Rhine is the boundary between France and Germany.	
358650	ni li sitelen ma suli pi ma Tosi.	Here's a big map of Germany.	這兒有張很大的德國地圖。
359001	mi pini e pali ni la mi kama lukin e lipu.	I will be reading the book when I've finished this job.	
359023	mi lape lon tomo mi.	I sleep in my room.	
359029	tomo sitelen mi li lon insa pi ma tomo.	My office is in the city centre.	
359054	tenpo ni la ona li kama lon ni.	He has just arrived here.	
359538	mi wile kama jo e moku kepeken mani.	I have to go shopping.	我必須去買東西。
359605	sina kepeken ilo pi sitelen tawa anu seme?	Do you watch television?	您看电视吗？
359618	o telo e kiwen uta sina.	Clean your teeth.	
359620	o open e lukin.	Open your eyes.	睁开眼睛。
359656	musi pi ilo sona li pona tawa jan pona mi ale.	All of my friends like computer games.	
360332	sina lukin ala lukin e ilo lili sina pi lukin pona?	Did you find your contact lenses?	
360376	pilin insa la waso li kama sona tawa lon kon.	Birds learn to fly instinctively.	
360463	mi o tawa o moku.	Let's go eat something.	
360549	jan li weka akesi e lipu mute.	Many books have been stolen.	很多书被盗了。
360550	soweli pi noka wawa li jo e kute suli.	Rabbits have long ears.	
360564	tenpo sina li pini.	Your time's up.	
360566	ona li ken kepeken e toki Nijon.	She can speak Japanese.	她會說日語。
360581	jan ale li sona e mije ni lon ma tomo lili.	The man is well-known all over the village.	
360598	tomo sina li jo e supa mute.	There is a lot of furniture in his room.	
360637	mama mije sama mi li kama jo esun e lipu wawa pi tomo pi sitelen tawa tawa mi mute.	Our uncle bought us movie tickets.	
360659	wile pi ma mi la utala ala li lon.	Our country desires only peace.	
360661	tenpo ni la sina jo e tenpo anu seme?	Are you free now?	现在有空吗？
360676	mama meli mi li moku lili taso.	My mother is on a diet.	
360685	jan seme li pali e ona?	Who did that?	
360688	kule ni li pona ala pona tawa sina?	Do you like this colour?	
360725	o kama wile e ijo pi ijo tu ni.	Choose between the two.	
360750	mi wile esun e tomo tawa sin.	I want to buy a new bicycle.	我想买一辆新的自行车。
360751	mi wile e jan ni: mi ken toki tawa ona.	I want someone to talk to.	
360768	sina wile moku e seme lon insa pi tenpo suno?	What do you want for lunch?	
360772	supa monsi ni li suli ike lon ni.	This sofa takes too much room.	
360781	suno li kama open.	The light went on.	
360782	len ni li wile e ni: telo li pona e ona.	This shirt needs washing.	
360793	mi mije lili.	I am a boy.	
360799	mi kepeken sike lili lon lukin mi.	I wear contact lenses.	我戴隱形眼鏡。
360802	mi kama pini.	I have finished.	
360804	mi jan pi pona sijelo.	I'm a medic.	我是医生。
360805	mi jan ni: ona li seli e pan.	I am a baker.	
360815	mi weka tawa ni: mi alasa e kala.	I went fishing.	
360827	tenpo kama la o lawa pona e mani sina.	In the future, be more careful with your money.	
360856	sina ken ala ken tawa e len tawa mi?	Could you bring me a blanket?	
360869	ona li sona ala kepeken ilo linja pi kalama musi.	He doesn't know how to play the guitar.	
360913	tenpo kama lili la mi kama sin.	I will be back soon.	
360917	sina pona tawa mi.	I love you guys.	
360923	tomo mi li lon ma Nijon.	I live in Japan.	我在日本居住。
360928	mi wile e lipu sona.	I want a book.	我要一本書。
360947	ona li kama anpa li toki sewi e ni: sewi o pana e pona tawa kon pi jan moli.	He got down on his knees and prayed for the souls of the deceased.	
361014	sina kama jo e lipu ni lon esun seme?	Where did you buy this book?	
361110	mi ken ala ken kepeken e ilo toki ni?	May I use this telephone?	
361121	akesi linja li weka e selo ona.	The snake sheds its skin.	
361129	mi mute li pilin e ni: jan sewi li lon.	We believe in God.	
361134	jan sewi li pali e ali.	God made the universe.	
361136	mama sewi o kute e wile mi.	God, hear my plea.	上帝，请听我的祈愿。
361149	mi ken ala sitelen e pilin mi.	I can't describe my feelings.	
361287	tenpo pini la ona li kepeken e nanpa ike.	She dialled the wrong number.	
361399	waso li tawa lon kon sewi.	A bird was flying high up in the sky.	
361458	sina wile ala wile kepeken noka?	Would you like to go?	你要走了吗？
361502	ona li tawa tan ma tomo Tokijo tawa ma tomo Osaka kepeken tomo tawa kon.	He went from Tokyo to Osaka by plane.	他從東京飛到了大阪。
361509	mi tu li wile supa.		我們應該坐下。
361512	ona li lukin sama ni: ona li ike sijelo.	He seemed to be ill.	
361550	jan li toki kepeken toki seme lon ma sina?	What language do they speak in your country?	
361560	o nasa ala e sitelen insa sina.	Don't let your imagination run wild.	
361568	jan li ken lukin e pilin lon lupa pi lukin.	The eye is the mirror of the soul.	眼睛是心灵的镜子。
361576	mu!		阿嚏!
361593	mi sona ala e jan ale lon tomo sona ni.	I don't know everybody in this school.	
361611	sina ike sijelo la o kepeken e ilo nasa ni.	Take this medicine when you have a cold.	
361704	poki mi li kama ala. seme li kama?	My luggage didn't arrive. What happened?	
361820	ona mute li lukin e mi, la tenpo sama ni la ona mute li awen ala toki.	Seeing me, they suddenly stopped talking.	他们看到我就突然停止了说话。
361960	mi ken ala ken sona e nimi sina?	May I ask you what your name is?	请问你贵姓？
361969	lipu seme li ijo sina?	Which is your book?	哪本是你的书？
361972	mi pilin e ni: ona li pona tawa sina.	I suppose you like him.	
361975	ala lili la ona li kama moli lon telo.	She came close to drowning.	她差点就溺水了。
362096	tenpo pini la jan Mali en jan Son taso li lon tomo.	There was no one in the room besides Mary and John.	
362108	ona li sona mute.	She's very wise.	
362142	jan pali pi kama sona li kama la o pini toki.	Stop talking when the teacher comes in.	
362149	sina lukin kama jo e seme?	What are you looking for?	您在找什么？
362186	ona li toki wawa ala e tenpo kama pi ona sama.	He is uncertain about his future.	
362224	sina kama sona e seme lon tomo sona?	What are you learning at school?	你在学校学些什么呀？
362256	tenpo pini la jan pali pi pona sijelo li selo e lon mi.	The doctor has saved my life.	
362262	o toki sin.	Go ahead with your story.	
362292	mi wile e ni: kepeken tenpo lili la sina pona e tomo.	I want you to put the room in order quickly.	
362312	o tawa e ijo ante tawa lukin mi.	Please show me another one.	请给我看看其他的。
362598	pini li lon la ale li kama lon suno.	Murder will out.	
362643	o nanpa e kili lon poki.	Count the apples in the basket.	
362667	tan seme?	Why?	為何？
362675	ona li jan pi kulupu sewi.	He belongs to the upper class.	
362677	o noka ala e ma pi kasi lili.	Don't trample on the grass.	
362678	tawa lukin la ona li pilin pona mute.	He looked very happy.	
362687	tenpo suno kama la telo li kama tan sewi, la ona li kama ala lon ni.	If it rains tomorrow, she will not come here.	
362694	kule li telo la o kepeken ala luka.	Don't touch the wet paint.	
362772	o kama pona.	Welcome!	欢迎！
363248	mi ken kepeken lipu mani seme?	Which credit cards can I use?	我可以用哪些信用卡？
363249	ona li wile e ni: ona li lon ala poka ona.	She wants to keep him at a distance.	
363281	o kama poka e mije sama sina.	Bring your brother with you.	
363314	mi ilo musi sina ala.	I'm not your doll.	
363319	mi jan suli, la mi wile kama jan sona pi pona sijelo.	I want to be a doctor when I grow up.	
363394	nimi li ken sitelen ala e ona tawa jan.	Words cannot express it.	
363407	kasi kule ni li jelo, taso kasi kule ante ale li laso.	This flower is yellow, but all the others are blue.	這朵花是黃色的，但是其他全都是藍色的。
363413	ni li lon: jan ala li toki e kama pona tawa mi.	The fact is we were not invited.	
363434	poki ni li linja kiwen.	This cage is made of wire.	
363457	telo sewi li kama anpa la ona li wile lukin e selo.	He sought shelter from the rain.	
363484	o lukin tawa sina.	Attend to your own business.	
363493	jan pi sike suno mute li lape lon pimeja pi kasi suli.	An old man was resting in the shade of the tree.	
363557	ilo pi sike kalama li lon ala tomo mi, taso awen la mi kama jo e sike ni lon esun.	I don't have a CD player, but I bought the CD anyway.	
363930	mi ilo musi sina ala pi sijelo jan.	I'm not your doll.	
363932	mi wile awen tan ona.	We have to wait for him.	
364413	kon tawa li kama lili lon open pi tenpo pimeja.	The wind died down by the evening.	
364415	mi kute ala e poki toki.	I wasn't listening to the radio.	
364452	seli pi telo kasi li pakala e loje insa pi uta ona.	He scalded his tongue with the hot tea.	
364487	mi wile e ilo ni pi sitelen tawa.	I would like to have this camera.	
364669	tomo tawa ni li jo e linja supa tu wan, li ken jo e jan luka tu wan.	This car has three rows of seats and can fit eight passengers.	這輛車有三排座位，可以載八位乘客。
364954	o moli!	Die.	
364955	o kama moli.	Die!	你去死吧!
364957	ona li pilin akesi tan soweli tomo.	He is in fear of the dog.	他怕那只狗。
364964	mi sona pi pona mute e mama mije sina.	I know your father very well.	
364970	mi ken kama jo e sona tan sina anu seme?	Can I ask you a question?	我可以問您一個問題嗎？
364978	jan jo pi lipu ni li jan seme?	Whose book is it?	這書是誰的？
365031	sina jan Sonko anu jan Nijon?	Are you Chinese or Japanese?	
365036	tenpo suno ni la mi wile lukin e jan ala.	I don't want to see anybody today.	今天我誰都不想見。
365232	ona li wile mute seme?	How many does he want?	他要多少?
365305	tenpo pini la mi toki e ni. taso pilin mi li ante.	I did say that, but I didn't mean it.	
365308	ken la ona li jan nasa.	He seems like he's got a few screws loose.	
365338	tomo tawa telo li kama anpa. soweli lili jaki li tawa weka.	Rats desert a sinking ship.	
365369	ni li ike pali tawa mi: mi lukin tawa insa pi tomo pi tawa musi.	We had trouble getting into the disco.	
365373	mi ken e ni: sina kama jo e lipu wawa lon esun.	I'll leave it to you to buy the tickets.	
365544	tomo ni li tomo sina ala, taso ona li tomo mi.	This house is mine, not yours.	
365618	mi wile pona e ilo tenpo ni.	I want to mend this watch.	我想修这块手表。
365652	ona li kama lon ni la mi toki e ni tawa sina.	I'll let you know when she arrives.	她來到的時候我會通知你。
365714	mi pilin tu la ni li pali.	I doubt that'll work.	
365785	jan li wile; jan sewi li pali.	Every bullet has its billet.	
365802	kama pi tenpo pimeja ni la mi wile lon tomo.	I must get home before it gets dark.	
365807	jan li sinpin lon monsi sinpin.	Someone is standing behind the wall.	
365836	mi mute li kama sona e kalama toki pi toki Nijon.	We studied Japanese pronunciation.	
365858	ona li pana e ilo open lon poki ona.	She put the key in her bag.	
365905	ilo li pini.	The machine is out of order.	
365925	pilin pakala li kama ike pi mute sin.	The pain is getting worse.	
365933	o tawa wawa. ante la sina kama lon tenpo pi suli ike.	Run, or else you'll be late.	
365953	ken la utala li kama.	This probably means war.	这很可能意味着战争。
365981	mi kute.	I'm all ears.	
365992	sina pilin seme?	How're you doing?	
366321	mi lukin e lipu la mi pilin pona mute.	Reading makes me happy.	
366381	tenpo ni la wawa ilo li weka la seme li kama?	What will happen if there's power failure now?	
366444	o kepeken tenpo pona.	Strike while the iron is hot.	趁熱打鐵。
366448	mije sama mi li tawa pona lon telo.	My brother swims well.	
366461	pona mute!	Awesome!	很棒！
366474	tenpo suno ali la mi tawa lon telo suli.	I swim in the sea every day.	
366495	ona li sitelen lon toki Inli, la ona li pakala pi lili mute taso.		她在英文书写上很少犯错。
366510	ona li kute la taso ona li kute ala e ijo.	He listened, but heard nothing.	
366903	tenpo suno kama la telo li kama tan sewi, la jan li toki e ni: musi li lon ala.	The game will be called off if it rains tomorrow.	
367062	sina kama sin la mi weka kin.	When you come back, I'll be gone.	你回来的时候，我已经走了。
367204	sina tawa weka tan ma Nijon la mi pilin ike tan ni: wile mi la sina lon ni.	I will badly miss you if you leave Japan.	
367254	sitelen tawa ni li pona tawa sona.	The movie was interesting.	
367361	mi ken lukin ike taso.	I have bad eyesight.	
367370	sina ken ala luka e ona.	You mustn't touch it.	
367446	sina pana ala pana e poki wawa lon esun ni?	Do you sell batteries?	
367449	tomo nanpa wan en ala en luka li lon seme?	Where is Room 105?	105号房间在哪里？
367473	lawa sina li pilin ala pilin ike?	Have you got a headache?	
367503	mi seli moku kin.	I'm cooking now.	
367504	sina wile la o kama jo.	Take what you like.	
367507	telo kasi seli ni li pona mute.	This tea is very good.	这杯茶很好喝。
367562	toki! mi ken ala ken toki tawa mije Sonsen. pona?	Hello. May I speak to Mr. Johnson, please?	
367893	ilo kon musi li tawa lon kon lon sewi pi kasi suli.	There is a kite flying above the tree.	有一只风筝在树上。
367935	mi moku ala e soweli.	I'm a vegetarian.	我是素食主义者。
367937	mi moku ala e soweli.	I'm vegetarian.	我是素食主义者。
367938	mi moku ala e soweli.	I'm vegetarian.	我是吃素的。
367939	mi moku ala e soweli.	I'm a vegetarian.	
367940	mi moku ala e soweli.	I am a vegetarian.	
367942	mi moku ala e soweli.	I'm a vegetarian.	
367943	mi moku ala e soweli.	I'm vegetarian.	
367944	mi moku ala e soweli.	I'm vegetarian.	我是素食主义者。
367956	mi moku ala e soweli.	I am a vegetarian.	
367978	tomo tawa mi li kama pakala lon nasin.	Our car broke down on our way there.	
368207	nasin lawa pi jan ale li pona tawa mi.	I am on the side of democracy.	
368290	mi pana e mani tawa telo nasa sina.	Let me buy you a drink.	
368296	tenpo suno kama la kon sewi li pona, la mi tawa ma.	I will go out if it is fine tomorrow.	
368351	o tawa wawa la sina kama tenpo pona lon tomo sona.	Hurry up, and you will be in time for school.	
368638	kute ona li wawa.	He has sharp hearing.	
368641	kute pi jan lili li wawa.	The kid has a keen sense of hearing.	
368646	mun li tawa lon nasin sike lon poka suno.	The planets revolve around the sun.	行星繞著太陽轉。
368780	tenpo ale la ona li tawa wawa musi kepeken noka lon ma laso.	He runs in the park every day.	他每天都在公园中跑步。
369150	mi anpa e ona lon musi pi mije lawa ma.	I beat him at chess.	
369207	ona tu li pali e seme lon ni?	What're you two doing?	
369223	pini li pona la ali li pona.	It is the end that counts.	
369333	nimi ni li toki e ijo tu.	This word has a double meaning.	这个词有两种含义。
369342	mi sona ala.	Dunno.	
369350	mi olin e sina.	I love you.	
369516	jan ale li jan sama.	All people are equal.	所有人都是平等的。
369542	mi kama li lukin li anpa e ona.	I came; I saw; I conquered.	我来，我见，我征服。
369567	jan li sama soweli wawa tawa jan.	Man is wolf to man.	
369593	luka wan li telo e luka ante.	One hand washes the other.	
369696	ilo nanpa li anpa.	The die is cast!	
369736	ona li lape la ona li kalama mute.	He was snoring loudly while he slept.	他睡着的时候，打呼声很响。
369773	ona li lete mute.	It's as cold as ice.	它冷得像冰一樣。
369792	jan lawa pi tomo tawa li wile lukin tan jan lili li tawa lon nasin.	Drivers must look out for children crossing the road.	
369801	tenpo lili la mi kama.	I'm coming right away.	我來了。
369848	ona li kalama e ilo nena pi kalama musi kepeken kute taso.	He played piano by ear.	
369922	tenpo mute lili la mi lukin e ona.	I see him once in a while.	
369940	ken la ona li suwi. taso ona li ike tawa mi.	She may be cute, but I don't like her.	她倒很可爱，但我不喜欢她。
369985	sina lape pi mute pona anu seme?	Do you get enough sleep?	你有足够到睡眠吗？
370003	sina suli mute tawa mi.	You mean a lot to me.	
370118	sina kepeken e len noka mi tawa seme?	What have you done with my trousers?	
370137	ona li jo ala jo e jan lili?	Does he have children?	
370138	mi kepeken ilo sitelen, la ni li pona tawa mi.	I love to take pictures.	我喜欢摄影。
370166	o awen lon tenpo lili.	Hold on a moment, please.	请稍等一下。
370195	sitelen insa ona li nasa tawa kute.	His ideas sound crazy.	
370224	sina kama lon, la o kepeken ilo toki.	Call me once you've arrived.	
370234	"sina ken ala ken kepeken ilo linja pi kalama musi?" "ken."	"Can you play the guitar?" "Yes, I can."	
370274	mi ken ala lukin e nimi pi meli ni lon sona mi.	I don't remember her name anymore.	
370313	tenpo ala la mi kute e toki pi ijo sin pi nasa ni.	I've never heard of such a strange story.	
370315	sina mute li kepeken ala kepeken toki Inli?	Do you speak English?	
370324	sina jo ala jo e soweli?		你养宠物吗？
370345	tenpo mute la soweli tomo wan li ike tawa soweli tomo ante.	Cats usually hate dogs.	
370366	nimi sina li seme?	What does one call you?	你叫什么名字？
370385	jan ala li lon ni. taso mi lon ni.		那儿除了我，一个人都没有。
370426	len noka ni li ijo mi.	These boots belong to her.	
370463	pilin sama jan sewi li kama sinpin pi tawa anpa pakala.	Pride cometh before a fall.	骄兵必败。
370465	mi lukin e mama mama mi.	I'm taking care of my grandfather.	我照顧我的爺爺。
370492	anpa pi nasin sewi la tomo lili li lon.	There's a hut under the bridge.	
370505	tomo tawa telo li ante e nasin ona.	The ship changed its course.	
370506	seme li lon insa poki?	What is in the box?	
370515	tenpo pini la jan Pin li pini ala e lupa tomo.	Brian kept the door open.	
370518	mi tawa lon poka pi nasin telo.	We walked along the river.	
370550	ma li ma tomo lili.		世界是一个小村。
370580	meli mi li pona e jan.		我的老婆是醫生。
370647	lupa tomo li open.	The door's open.	
370677	mi lon tomo sin.	I'm in a new house.	
370686	toki Alapi li pona tawa mi.	I love Arabic.	
370687	toki Alapi li pona tawa mi.		我喜欢阿拉伯语。
370703	sina tan seme?		你從哪裡來？
370706	tomo sina li lon seme?	Where's your house?	你們家在哪？
370708	tomo sina li lon seme?		你住哪里？
370716	ona mute li jan sama mi.		他们是我的兄弟。
370726	ona tu li lon tomo.		他们俩都在房间里。
370728	sina jo e ilo sitelen pi mute seme?		你有多少支铅笔？
370730	mi lukin e mije tu tu wan.		我看见五个男人。
370748	lipu ni li pona pali.		这本书很简单。
370754	sina jo e mani mute.	You're rich.	
370778	mi wile tawa poka sina.	I do want to go with you.	我想和你一起走。
370788	ona li open wawa e selo pi lipu ni.	He ripped the envelope open.	
370807	sina pali la mi pana e pona tawa sina.	If you are busy, I will help you.	
371131	jan Mike li ken ala pali e ijo sama ni.	Mike can't have done such a thing.	
371429	monsuta li lon anpa pi supa lape mi.	There is a monster under my bed.	我的床下有怪兽。
371759	o pana e ilo open pi lupa ni tawa mi.	Give me the key to this castle!	给我这座城堡的钥匙!
371793	sina pini ala pini?	Are you done?	
372015	sina wile moku e seme?		你想吃什么？
372062	sike suno li jo e tenpo mun luka luka tu.		一年有十二個月。
372569	nasin seme la tomo tawa kon li kama pakala?	How did the plane crash come about?	
372586	tawa lukin la ona li sama ni: ona li lukin e kon pi jan moli.	He looked as if he had seen a ghost.	
372591	lipu pi ijo sin li toki ala e ijo sin ni.	The papers didn't print this story.	
372641	sina wile lape anu seme?	Are you tired?	你困吗？
372642	mi pilin lape!	I am tired!	
372650	tenpo kama poka la sina tawa supa lape, la o moku ala e telo nasa.		在你去睡觉之前不要喝啤酒！
372724	tenpo mute la mama mije li toki e ni: tenpo li mani.	My father used to say that time is money.	
372960	nasin ante li lon ala lon?		沒有別的辦法嗎？
373095	tenpo ni la sina awen lon seme?	Where do you live now?	
373104	pali sina li kama pona pi mute mute.	Your work has greatly improved.	
373216	lon seme?		你确定？
